"Name","Description","Star","No. Of reviews","Website","Last review","Service focus","Price","Avarage	Est.","Location","Link","Email","Phone number"
"Join.To.IT","Software integrations company","5.0","3 reviews","https://www.jointoit.com/","“They’re the most reliable offshore team I’ve ever worked with.”","50%  Mobile App Development
50%  Custom Software Development
","$5,000+","$25 - $49 / hr","Kviv, Ukraine","https://clutch.co/profile/jointoit","sales@jointoit.com","+380 97 409 9030"
"Sirin Software","Linux, Embedded and IoT Service provider","4.6","5 reviews","https://sirinsoftware.com/","""Their developers completed their tasks extremely fast.""","30%  IoT Development
20%  IT Strategy Consulting
20%  Custom Software Development
20%  Staff Augmentation
10%  Application Testing
","$5,000+","$25 - $49 / hr","Kyiv, Ukraine","https://clutch.co/profile/sirin-software","info@sirinsoftware.com","+38 044 592 50 87"
"IT-nity","Mobile and Web development agency","5.0","3 reviews","http://it-nity.com","""Their work isn’t perfect all the time, but it’s pretty good.""","25%  Web Development
50%  Mobile App Development
25%  Custom Software Development
","$5,000+","$25 - $49 / hr","Kiev, Ukraine","https://clutch.co/profile/it-nity","sales@it-nity.com","+380931349206"
"Qubit Labs","Hire development team in Ukraine","4.8","5 reviews","https://qubit-labs.com/","""I love their flexibility, agility, and professional, fast communication.""","5%  Web Development
40%  Staff Augmentation
30%  Custom Software Development
15%  IT Strategy Consulting
5%  IT Managed Services
5%  Mobile App Development
","$10,000+","$25 - $49 / hr","Kiev, Ukraine","https://clutch.co/profile/qubit-labs","info@qubit-labs.com","+1-646-233-1020"
"From Poland with Dev","100% referral-based, no-nonsense professionals","5.0","5 reviews","http://frompolandwithdev.com","""From Poland with Dev helped us create a cleaner user experience for our web visitors.""","15%  Web Development
30%  Custom Software Development
15%  E-Commerce Development
10%  Mobile App Development
10%  UX/UI Design
10%  Web Design
5%  Conversion Optimization
5%  Search Engine Optimization
","$10,000+","$50 - $99 / hr","Kraków, Poland","https://clutch.co/profile/poland-dev","pawel@frompolandwithdev.com","+48 784 634 880"
"WEB4PRO","eCommerce Engineering Company","4.8","9 reviews","https://web4pro.net","""They’re very friendly, courteous, and professional. They do an amazing job.""","25%  Web Development
65%  E-Commerce Development
5%  UX/UI Design
5%  Web Design
","$1,000+","$25 - $49 / hr","Kharkov, Ukraine","https://clutch.co/profile/web4pro","support@web4pro.net","+38 (096) 482-4742"
"Vazco","We suggest, you decide, we provide.","4.7","3 reviews","https://vazco.eu/","""I wouldn’t be where I am without them.""","60%  Web Development
30%  Mobile App Development
10%  Custom Software Development
","$10,000+","$50 - $99 / hr","Wrocław, Poland","https://clutch.co/profile/vazco","info@vazco.eu","+48609257363"
"JBS, LLC","Software engineering, Data engineering, Cloud SaaS","5.0","3 reviews","https://www.jbs.software","“…they’re able to become experts on a topic within just a few weeks.”","5%  Web Development
40%  BI & Big Data Consulting & SI
30%  Custom Software Development
20%  Enterprise App Modernization
5%  Blockchain
","$10,000+","$25 - $49 / hr","Kyiv, Ukraine","https://clutch.co/profile/jbs","info@jbs.software","+380639490303"
"SolidBrain Software","Software Development Company","5.0","5 reviews","http://www.solidbrain.com.ua/","""What’s most impressive is their knowledge in different areas such as frameworks other than OpenCart.""","30%  Web Development
30%  E-Commerce Development
10%  Application Management & Support
10%  Application Testing
10%  Other Application Development
10%  Custom Software Development
","$1,000+","$25 - $49 / hr","Lviv, Ukraine","https://clutch.co/profile/solidbrain-software","info@solidbrain.com.ua","+380984145008"
"AlterPage","interactive agency","4.8","2 reviews","https://alterpage.pl/","""Thanks to them, I am happy to show the site to any investors I'm seeking. Their work was very professional.""","20%  Web Development
20%  Web Design
15%  E-Commerce Development
15%  Mobile App Development
15%  Custom Software Development
10%  UX/UI Design
5%  Application Testing
","Undisclosed","$25 - $49 / hr","Warsaw, Poland","https://clutch.co/profile/alterpage","kontakt@alterpage.pl","+48 600 337 557"
"Code Plus Ltd.","We are .NET experts!","5.0","3 reviews","http://codeplusmarketing.com","“We were impressed by their drive to deliver a top-quality product.”","50%  Web Development
30%  Mobile App Development
20%  Custom Software Development
","$5,000+","$25 - $49 / hr","Blagoevgrad, Bulgaria","https://clutch.co/profile/code-plus","info@codeplusmarketing.com","none"
"S Media Link LLC","Full-service mobile app development company","5.0","6 reviews","http://smedialink.com/","""It was a great experience for me...""","25%  Web Development
30%  Mobile App Development
25%  Web Design
20%  Logo
","Undisclosed","$25 - $49 / hr","Krasnodar, Russia","https://clutch.co/profile/s-media-link","info@smedialink.com","+7 861 200 27 34"
"TAVO tech","Web and mobile apps development, game development","4.5","2 reviews","http://tavo-tech.com","“Their project management was good... [and] they tackled problems independently.”","20%  Web Development
20%  Broadcast Video
20%  Mobile App Development
20%  Custom Software Development
10%  IT Strategy Consulting
10%  AR/VR Development
","$5,000+","$25 - $49 / hr","Kiev, Ukraine","https://clutch.co/profile/tavo-tech","sales@tavo.tech","none"
"CleverCrew","Exceptionally clever application development","5.0","2 reviews","https://clevercrew.io","""CleverCrew helped us execute a vision that we couldn’t have realized without them.""","20%  Web Development
30%  Staff Augmentation
20%  Mobile App Development
20%  Custom Software Development
10%  Artificial Intelligence
","$10,000+","$25 - $49 / hr","Kharkov, Ukraine","https://clutch.co/profile/clevercrew","dmitry@clevercrew.io","none"
"Inspire Labs","We create useful web solutions on time","5.0","4 reviews","http://inspirelabs.co","""They delivered on time and within budget.""","40%  Web Development
20%  Mobile App Development
20%  E-Commerce Development
10%  Application Management & Support
10%  Custom Software Development
","$5,000+","$25 - $49 / hr","Warsaw, Poland","https://clutch.co/profile/inspire-labs","hi@inspirelabs.pl","+48 514 416 207"
"WP Doin","responsive, wordpress, theme, plugin, development","5.0","1 review","https://wp-doin.com","""Second, WP Doin pays attention to the small details that are very important for the overall UX.""","50%  Web Development
30%  Cybersecurity
20%  Custom Software Development
","$1,000+","$25 - $49 / hr","Łódź, Poland","https://clutch.co/profile/wp-doin","contact@wp-doin.com","none"
"BLAKIT","Web, Android, iOS, IoT - we make IT right!","5.0","14 reviews","https://blak-it.com/","""...we launched a great Android app that received a high rating on the Play Store...""","25%  Web Development
75%  Mobile App Development
","$1,000+","$25 - $49 / hr","Minsk, Belarus","https://clutch.co/profile/blakit","hello@blak-it.com","+37533 657-17-84"
"WhaleSoft","at quality. ahead of time. under budget.","5.0","1 review","http://whalesoft.com.ua","WhaleSoft is an IT Services company based in Ukraine. They specialize in web development, mobile integration, web UI/UX, application development and email marketing.","35%  Web Development
35%  E-Commerce Development
10%  Application Testing
10%  IT Managed Services
10%  Custom Software Development
","$1,000+","< $25 / hr","Dobrich, Bulgaria","https://clutch.co/profile/whalesoft","info@whalesoft.com.ua","+37257776552"
"Starq","Simplicity through beautiful technologies","4.8","3 reviews","https://www.starq.se","""Starq always finds talented programmers, so I have confidence in assigning tasks to them.""","35%  Web Development
15%  Custom Software Development
15%  Blockchain
10%  Mobile App Development
10%  UX/UI Design
5%  Digital Strategy
5%  Web Design
5%  Graphic Design
","$1,000+","$50 - $99 / hr","Sarajevo, Bosnia and Herzegovina","https://clutch.co/profile/starq","moris@pasic.se","+38762932757"
"Axon Development Group","Software engineering company","4.8","5 reviews","http://www.axondevgroup.com","""[Axon Development Group] constantly met the deadlines and all of our deliverables were received.""","10%  Web Development
40%  Mobile App Development
30%  Custom Software Development
20%  Blockchain
","$5,000+","$25 - $49 / hr","Kiev, Ukraine","https://clutch.co/profile/axon-development-group","hello@axondevgroup.com","+38 (044) 337-0900"
"Vakoms","One-Stop Software Company for Startups & SMEs","4.8","6 reviews","https://vakoms.com/","""Vakoms has had a significant impact on our business.""","30%  Web Development
20%  IoT Development
20%  Mobile App Development
20%  AR/VR Development
10%  IT Strategy Consulting
","$5,000+","$25 - $49 / hr","Lviv, Ukraine","https://clutch.co/profile/vakoms","info@vakoms.com","+380322417234"
"Wolfpack Digital","POWERFUL WEB AND MOBILE PRODUCTS START-TO-END","5.0","10 reviews","https://wolfpack-digital.com/?utm_source=clutch","“The price-to-quality ratio was brilliant.”","50%  Web Development
40%  Mobile App Development
5%  UX/UI Design
5%  Custom Software Development
","$10,000+","$25 - $49 / hr","Cluj-Napoca, Romania","https://clutch.co/profile/wolfpack-digital","contact@wolfpack-digital.com","+40 741 118 030"
"LAYERSSHOW","You set goals, we find the way to achieve them.","4.7","3 reviews","https://layersshow.com","""The collaboration was good and the project team was responsive and open for discussion if needed.""","25%  Web Development
30%  E-Commerce Development
25%  Custom Software Development
10%  Application Testing
10%  UX/UI Design
","$10,000+","$25 - $49 / hr","Warsaw, Poland","https://clutch.co/profile/layersshow","hello@layersshow.com","+48506312999"
"Enkode Technologies","Helping Entrepreneurs Succeed","5.0","5 reviews","https://www.enkode.co","""The team was eager to help and highly responsive at all hours.""","35%  Web Development
35%  Mobile App Development
5%  E-Commerce Development
5%  Enterprise App Modernization
5%  UX/UI Design
5%  Custom Software Development
5%  Blockchain
5%  Artificial Intelligence
","$50,000+","$50 - $99 / hr","Minsk, Belarus","https://clutch.co/profile/enkode-technologies","dazarenko@enkode.co","+375 (17) 334 35 07"
"NodeArt","JavaScript professionals","4.8","3 reviews","http://nodeart.io","""I really enjoyed working with [NodeArt].""","30%  Web Development
20%  E-Commerce Development
20%  Mobile App Development
20%  Custom Software Development
10%  Other Application Development
","$10,000+","$25 - $49 / hr","Kiev, Ukraine","https://clutch.co/profile/nodeart","sales@nodeart.io","+380505535424"
"SoftPositive","IT consulting and software development","5.0","3 reviews","https://www.softpositive.com/","""If you have your requirements well documented, they are extremely fast executors.""","30%  Web Development
20%  Staff Augmentation
15%  Mobile App Development
15%  Custom Software Development
10%  Application Testing
10%  E-Commerce Development
","$5,000+","$25 - $49 / hr","Kiev, Ukraine","https://clutch.co/profile/softpositive","info@softpositive.com","none"
"Clockwise Software","Web and Mobile Apps Development Company","5.0","7 reviews","https://clockwise.software/","“The quality of their work is always top-notch.”","50%  Web Development
40%  Mobile App Development
10%  UX/UI Design
","$10,000+","$25 - $49 / hr","Dnipro, Ukraine","https://clutch.co/profile/clockwise-software","hello+clutch@clockwise.software","none"
"YSBM Group","Software engeneering","5.0","1 review","http://y-sbm.com","""The team is highly structured and responsive to our requests.""","50%  Custom Software Development
30%  Mobile App Development
20%  E-Commerce Development
","$10,000+","$25 - $49 / hr","Cracow, Poland","https://clutch.co/profile/ysbm-group","development@y-sbm.com","+48505012322"
"Eryce","Software Craftsmen","5.0","3 reviews","http://eryce.com/","""The quality of the work was outstanding, especially compared to the pricing we received from local firms.""&nbsp...""","5%  Web Development
50%  Custom Software Development
10%  BI & Big Data Consulting & SI
10%  Cloud Consulting & SI
10%  UX/UI Design
5%  IT Strategy Consulting
5%  Mobile App Development
5%  Web Design
","$10,000+","$25 - $49 / hr","Novi Sad, Serbia","https://clutch.co/profile/eryce","info@eryce.com","none"
